id,text,aspect,aspect_term,sentiment
11893,Performance is laggy,performance,performance,negative
11894,Delivery was fast,delivery,delivery,positive
11895,Camera quality is great,camera,camera,positive
11896,Delivery was fast,delivery,delivery,positive
11897,The service was quick,service,service,positive
11898,Delivery was fast,delivery,delivery,positive
11899,Price is reasonable,price,price,positive
11900,The service was quick,service,service,positive
11901,Battery drains quickly,battery,battery,positive
11902,The service was quick,service,service,positive
11903,Performance is smooth,performance,performance,positive
11904,Design feels cheap,design,design,negative
11905,Camera quality is great,camera,camera,positive
11906,The food was delicious,food,food,positive
11907,Design looks premium,design,design,positive
11908,Price is reasonable,price,price,positive
11909,Battery drains quickly,battery,battery,positive
11910,Design looks premium,design,design,positive
11911,Design looks premium,design,design,positive
11912,Battery drains quickly,battery,battery,positive
11913,The service was slow,service,service,negative
11914,Delivery was fast,delivery,delivery,positive
11915,The food was delicious,food,food,positive
11916,Camera is disappointing,camera,camera,negative
11917,The food was terrible,food,food,negative
11918,The service was quick,service,service,positive
11919,Performance is laggy,performance,performance,negative
11920,Price is too high,price,price,negative
11921,The service was quick,service,service,positive
11922,Battery drains quickly,battery,battery,positive
11923,The food was terrible,food,food,negative
11924,Design looks premium,design,design,positive
11925,Camera is disappointing,camera,camera,negative
11926,Price is too high,price,price,negative
11927,Battery drains quickly,battery,battery,positive
11928,Price is reasonable,price,price,positive
11929,The service was quick,service,service,positive
11930,The service was quick,service,service,positive
11931,The food was delicious,food,food,positive
11932,Delivery was late,delivery,delivery,negative
11933,Design looks premium,design,design,positive
11934,Design looks premium,design,design,positive
11935,Price is too high,price,price,negative
11936,Camera quality is great,camera,camera,positive
11937,Delivery was late,delivery,delivery,negative
11938,Price is reasonable,price,price,positive
11939,The food was delicious,food,food,positive
11940,The service was quick,service,service,positive
11941,Performance is smooth,performance,performance,positive
11942,The food was delicious,food,food,positive
11943,Price is too high,price,price,negative
11944,Delivery was late,delivery,delivery,negative
11945,The service was slow,service,service,negative
11946,Performance is laggy,performance,performance,negative
11947,The service was slow,service,service,negative
11948,Price is reasonable,price,price,positive
11949,Price is too high,price,price,negative
11950,Delivery was late,delivery,delivery,negative
11951,Battery drains quickly,battery,battery,positive
11952,The service was quick,service,service,positive
11953,Battery drains quickly,battery,battery,positive
11954,Price is reasonable,price,price,positive
11955,The service was slow,service,service,negative
11956,Camera quality is great,camera,camera,positive
11957,Delivery was fast,delivery,delivery,positive
11958,The service was slow,service,service,negative
11959,Price is too high,price,price,negative
11960,Performance is smooth,performance,performance,positive
11961,Battery drains quickly,battery,battery,positive
11962,Camera is disappointing,camera,camera,negative
11963,Performance is laggy,performance,performance,negative
11964,The food was delicious,food,food,positive
11965,The food was delicious,food,food,positive
11966,Price is reasonable,price,price,positive
11967,Design looks premium,design,design,positive
11968,Performance is smooth,performance,performance,positive
11969,The food was terrible,food,food,negative
11970,Battery drains quickly,battery,battery,positive
11971,Delivery was fast,delivery,delivery,positive
11972,Delivery was late,delivery,delivery,negative
11973,Design looks premium,design,design,positive
11974,Battery drains quickly,battery,battery,positive
11975,Delivery was late,delivery,delivery,negative
11976,Design feels cheap,design,design,negative
11977,The food was delicious,food,food,positive
11978,Camera quality is great,camera,camera,positive
11979,The food was terrible,food,food,negative
11980,Battery life is excellent,battery,battery,positive
11981,The service was slow,service,service,negative
11982,Delivery was fast,delivery,delivery,positive
11983,The food was terrible,food,food,negative
11984,Battery life is excellent,battery,battery,positive
11985,Delivery was fast,delivery,delivery,positive
11986,The food was terrible,food,food,negative
11987,Design looks premium,design,design,positive
11988,The service was quick,service,service,positive
11989,Performance is laggy,performance,performance,negative
11990,Camera is disappointing,camera,camera,negative
11991,Design looks premium,design,design,positive
11992,The food was delicious,food,food,positive
11993,The food was terrible,food,food,negative
11994,Design feels cheap,design,design,negative
11995,The food was terrible,food,food,negative
11996,Battery drains quickly,battery,battery,positive
11997,The service was slow,service,service,negative
11998,Design feels cheap,design,design,negative
11999,Delivery was late,delivery,delivery,negative
12000,Delivery was late,delivery,delivery,negative
12001,The service was slow,service,service,negative
12002,Delivery was late,delivery,delivery,negative
12003,Delivery was fast,delivery,delivery,positive
12004,The food was delicious,food,food,positive
12005,The food was terrible,food,food,negative
12006,The food was terrible,food,food,negative
12007,The service was quick,service,service,positive
12008,The service was slow,service,service,negative
12009,Delivery was fast,delivery,delivery,positive
12010,Performance is laggy,performance,performance,negative
12011,Camera is disappointing,camera,camera,negative
12012,Performance is laggy,performance,performance,negative
12013,Design looks premium,design,design,positive
12014,Camera is disappointing,camera,camera,negative
12015,Design feels cheap,design,design,negative
12016,Delivery was late,delivery,delivery,negative
12017,The food was terrible,food,food,negative
12018,Price is reasonable,price,price,positive
